modelPred,target,sent2,gender,sent1,corrAns,intros.thisRepN,intros.thisTrialN,intros.thisN,intros.thisIndex,testsaetze.thisRepN,testsaetze.thisTrialN,testsaetze.thisN,testsaetze.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,deutschnativ.keys,deutschnativ.corr,deutschnativ.rt,reaction_2.keys,reaction_2.corr,reaction_2.rt,reaction.keys,reaction.corr,reaction.rt,date,frameRate,expName,session,participant,
,,,,,,,,,,,,,,,,,,d,0,11.9060199261,,,,,,,2017_Jan_18_1103,59.6985966011,2afc,001,Mi11,
x,0,"Es hat uns die Stimmung ziemlich vermiest, dass es regnete.",x,"Dass es regnete, hat uns die Stimmung ziemlich vermiest.",x,,,,,0,0,0,2,,,,,,,,j,0,10.8495490551,,,,2017_Jan_18_1103,59.6985966011,2afc,001,Mi11,
x,0,In meinem Studium habe ich mehr als einmal Rilke gelesen.,x,In meinem Studium las ich mehr als einmal Rilke.,x,,,,,0,1,1,1,,,,,,,,f,0,8.18360996246,,,,2017_Jan_18_1103,59.6985966011,2afc,001,Mi11,
x,0,"Die Uhr, die er trug, war aus Japan.",x,"Die Uhr war aus Japan, die er trug.",x,,,,,0,2,2,3,,,,,,,,j,0,4.59546399117,,,,2017_Jan_18_1103,59.6985966011,2afc,001,Mi11,
x,0,Wir übergaben das Auto dem Mann mehr als gerne.,x,Wir übergaben dem Mann das Auto mehr als gerne.,x,,,,,0,3,3,0,,,,,,,,f,0,8.90407013893,,,,2017_Jan_18_1103,59.6985966011,2afc,001,Mi11,
drop,1,Nicht ein Tropfen königlichen Bluts hat den Boden berührt.,mn,Nicht ein Tropfen königliches Blut hat den Boden berührt.,r,,,,,,,,,0,0,0,5,,,,,,,f,0,7.56288099289,2017_Jan_18_1103,59.6985966011,2afc,001,Mi11,
drop,1,Es wurden Eimer roter Farbe geschleudert.,fem,Es wurden Eimer rote Farbe geschleudert.,r,,,,,,,,,0,1,1,15,,,,,,,j,0,14.9589569569,2017_Jan_18_1103,59.6985966011,2afc,001,Mi11,
x,0,"Es waren nur kleinere Delikte, derer sie überführt wurden.",x,"Es waren nur kleinere Delikte, deren sie überführt wurden.",x,,,,,,,,,0,2,2,31,,,,,,,j,0,16.6869359016,2017_Jan_18_1103,59.6985966011,2afc,001,Mi11,
x,0,In der Tat wissen wir von den Problemen im Landkreis.,x,In der Tat wissen wir um die Probleme im Landkreis.,x,,,,,,,,,0,3,3,22,,,,,,,f,0,5.73606705666,2017_Jan_18_1103,59.6985966011,2afc,001,Mi11,
x,0,Wir übergaben das Auto dem Mann mehr als gerne.,x,Wir übergaben dem Mann das Auto mehr als gerne.,x,,,,,,,,,0,4,4,34,,,,,,,f,0,12.4265441895,2017_Jan_18_1103,59.6985966011,2afc,001,Mi11,
x,0,Die Kinder fuhren mit solchen unzureichenden Helmen zur Schule.,x,Die Kinder fuhren mit solch unzureichenden Helmen zur Schule.,x,,,,,,,,,0,5,5,29,,,,,,,j,0,8.63631391525,2017_Jan_18_1103,59.6985966011,2afc,001,Mi11,
x,0,"Es hat uns die Stimmung ziemlich vermiest, dass es regnete.",x,"Dass es regnete, hat uns die Stimmung ziemlich vermiest.",x,,,,,,,,,0,6,6,36,,,,,,,j,0,9.81016206741,2017_Jan_18_1103,59.6985966011,2afc,001,Mi11,
x,0,Außer dem Essen kann ich leider nichts mitbringen.,x,Außer das Essen kann ich leider nichts mitbringen.,x,,,,,,,,,0,7,7,32,,,,,,,j,0,8.2852499485,2017_Jan_18_1103,59.6985966011,2afc,001,Mi11,
x,0,Außer den Bürgermeister beschuldigten die Störenfriede jeden.,x,Außer dem Bürgermeister beschuldigten die Störenfriede jeden.,x,,,,,,,,,0,8,8,33,,,,,,,j,0,8.87116193771,2017_Jan_18_1103,59.6985966011,2afc,001,Mi11,
level,1,Wir haben jede Menge alten Kram aus dem Haus geschafft.,mn,Wir haben jede Menge alten Krams aus dem Haus geschafft.,r,,,,,,,,,0,9,9,2,,,,,,,j,0,13.951390028,2017_Jan_18_1103,59.6985966011,2afc,001,Mi11,
level,1,Man machte mal wieder viel Lärm um jede Menge heißer Luft.,fem,Man machte mal wieder viel Lärm um jede Menge heiße Luft.,l,,,,,,,,,0,10,10,11,,,,,,,f,0,18.3124170303,2017_Jan_18_1103,59.6985966011,2afc,001,Mi11,
x,0,Die Gäste suchen die Wohnung des Herrn Gantenbeins.,x,Die Gäste suchen die Wohnung des Herrn Gantenbein.,x,,,,,,,,,0,11,11,20,,,,,,,j,0,19.2525379658,2017_Jan_18_1103,59.6985966011,2afc,001,Mi11,
x,0,Am äußersten Rand der Stadt liegen die Slums.,x,Am äußeren Rand der Stadt liegen die Slums.,x,,,,,,,,,0,12,12,23,,,,,,,j,0,11.3034880161,2017_Jan_18_1103,59.6985966011,2afc,001,Mi11,
x,0,Die Stimmung stieg dank wunderbarem roten Wein.,x,Die Stimmung stieg dank wunderbarem rotem Wein.,x,,,,,,,,,0,13,13,25,,,,,,,f,0,14.9919409752,2017_Jan_18_1103,59.6985966011,2afc,001,Mi11,
level,1,Die Schule verbraucht 260.000 Kilowattstunden elektrische Energie.,fem,Die Schule verbraucht 260.000 Kilowattstunden elektrischer Energie.,r,,,,,,,,,0,14,14,10,,,,,,,f,0,16.2334070206,2017_Jan_18_1103,59.6985966011,2afc,001,Mi11,
level,1,Ich nehme eine große Packung salziger Wurst mit an den See.,fem,Ich nehme eine große Packung salzige Wurst mit an den See.,l,,,,,,,,,0,15,15,9,,,,,,,f,0,14.8747460842,2017_Jan_18_1103,59.6985966011,2afc,001,Mi11,
x,0,Sie hatte keine Lust auf noch eine Sammlung dumme Sprüche.,x,Sie hatte keine Lust auf noch eine Sammlung dummer Sprüche.,x,,,,,,,,,0,16,16,30,,,,,,,f,0,7.98286604881,2017_Jan_18_1103,59.6985966011,2afc,001,Mi11,
level,1,100g brauner Zucker sind auf jeden Fall genug.,mn,100g braunen Zuckers sind auf jeden Fall genug.,r,,,,,,,,,0,17,17,0,,,,,,,j,0,3.92444801331,2017_Jan_18_1103,59.6985966011,2afc,001,Mi11,
drop,1,Beträchtliche Stücke saftiges Fleisch wurden serviert.,mn,Beträchtliche Stücke saftigen Fleischs wurden serviert.,l,,,,,,,,,0,18,18,6,,,,,,,j,0,9.81030011177,2017_Jan_18_1103,59.6985966011,2afc,001,Mi11,
x,0,Das würde gepasst haben.,x,Das hätte gepasst.,x,,,,,,,,,0,19,19,21,,,,,,,f,0,3.87439489365,2017_Jan_18_1103,59.6985966011,2afc,001,Mi11,
drop,1,Mit dieser Methode kann man eine große Menge dunkle Materie erzeugen.,fem,Mit dieser Methode kann man eine große Menge dunkler Materie erzeugen.,l,,,,,,,,,0,20,20,12,,,,,,,f,0,8.56964111328,2017_Jan_18_1103,59.6985966011,2afc,001,Mi11,
x,0,In meinem Studium habe ich mehr als einmal Rilke gelesen.,x,In meinem Studium las ich mehr als einmal Rilke.,x,,,,,,,,,0,21,21,35,,,,,,,f,0,10.9844498634,2017_Jan_18_1103,59.6985966011,2afc,001,Mi11,
x,0,Er wurde trotz des bekannten Skandal wiedergewählt.,x,Er wurde trotz dem bekannten Skandal wiedergewählt.,x,,,,,,,,,0,22,22,16,,,,,,,f,0,17.2742340565,2017_Jan_18_1103,59.6985966011,2afc,001,Mi11,
drop,1,Viele Tonnen gebrauchte Kleidung landen im Müll.,fem,Viele Tonnen gebrauchter Kleidung landen im Müll.,l,,,,,,,,,0,23,23,14,,,,,,,f,0,11.1867539883,2017_Jan_18_1103,59.6985966011,2afc,001,Mi11,
