modelPred,target,sent2,gender,sent1,corrAns,intros.thisRepN,intros.thisTrialN,intros.thisN,intros.thisIndex,testsaetze.thisRepN,testsaetze.thisTrialN,testsaetze.thisN,testsaetze.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,deutschnativ.keys,deutschnativ.corr,deutschnativ.rt,reaction_2.keys,reaction_2.corr,reaction_2.rt,reaction.keys,reaction.corr,reaction.rt,date,frameRate,expName,session,participant,
,,,,,,,,,,,,,,,,,,d,0,6.77341103554,,,,,,,2017_Jan_16_1102,None,2afc,001,Mo11,
x,0,In meinem Studium habe ich mehr als einmal Rilke gelesen.,x,In meinem Studium las ich mehr als einmal Rilke.,x,,,,,0,0,0,1,,,,,,,,f,0,11.3731000423,,,,2017_Jan_16_1102,None,2afc,001,Mo11,
x,0,"Es hat uns die Stimmung ziemlich vermiest, dass es regnete.",x,"Dass es regnete, hat uns die Stimmung ziemlich vermiest.",x,,,,,0,1,1,2,,,,,,,,f,0,7.79934000969,,,,2017_Jan_16_1102,None,2afc,001,Mo11,
x,0,Wir übergaben das Auto dem Mann mehr als gerne.,x,Wir übergaben dem Mann das Auto mehr als gerne.,x,,,,,0,2,2,0,,,,,,,,f,0,7.21746397018,,,,2017_Jan_16_1102,None,2afc,001,Mo11,
x,0,"Die Uhr, die er trug, war aus Japan.",x,"Die Uhr war aus Japan, die er trug.",x,,,,,0,3,3,3,,,,,,,,j,0,3.82415294647,,,,2017_Jan_16_1102,None,2afc,001,Mo11,
drop,1,Es wurden Eimer roter Farbe geschleudert.,fem,Es wurden Eimer rote Farbe geschleudert.,r,,,,,,,,,0,0,0,15,,,,,,,j,0,5.8355140686,2017_Jan_16_1102,None,2afc,001,Mo11,
x,0,Im Fernrohr sahen wir den roten Planeten ganz deutlich.,x,Im Fernrohr sahen wir den roten Planet ganz deutlich.,x,,,,,,,,,0,1,1,26,,,,,,,j,0,5.25537514687,2017_Jan_16_1102,None,2afc,001,Mo11,
drop,1,Beträchtliche Stücke saftiges Fleisch wurden serviert.,mn,Beträchtliche Stücke saftigen Fleischs wurden serviert.,l,,,,,,,,,0,2,2,6,,,,,,,f,0,6.83843588829,2017_Jan_16_1102,None,2afc,001,Mo11,
x,0,Er wurde trotz des bekannten Skandal wiedergewählt.,x,Er wurde trotz dem bekannten Skandal wiedergewählt.,x,,,,,,,,,0,3,3,16,,,,,,,j,0,17.6421639919,2017_Jan_16_1102,None,2afc,001,Mo11,
x,0,"Die Uhr, die er trug, war aus Japan.",x,"Die Uhr war aus Japan, die er trug.",x,,,,,,,,,0,4,4,37,,,,,,,j,0,2.965457201,2017_Jan_16_1102,None,2afc,001,Mo11,
level,1,Ich nehme eine große Packung salziger Wurst mit an den See.,fem,Ich nehme eine große Packung salzige Wurst mit an den See.,l,,,,,,,,,0,5,5,9,,,,,,,j,0,9.438986063,2017_Jan_16_1102,None,2afc,001,Mo11,
x,0,Die Gäste suchen die Wohnung des Herrn Gantenbeins.,x,Die Gäste suchen die Wohnung des Herrn Gantenbein.,x,,,,,,,,,0,6,6,20,,,,,,,f,0,13.7040808201,2017_Jan_16_1102,None,2afc,001,Mo11,
x,0,Bei der Feier gedachte man der Soldaten des zweiten Weltkriegs.,x,Bei der Feier gedachte man den Soldaten des zweiten Weltkriegs.,x,,,,,,,,,0,7,7,17,,,,,,,j,0,7.47371482849,2017_Jan_16_1102,None,2afc,001,Mo11,
x,0,Die Stimmung stieg dank wunderbarem roten Wein.,x,Die Stimmung stieg dank wunderbarem rotem Wein.,x,,,,,,,,,0,8,8,25,,,,,,,j,0,7.70112705231,2017_Jan_16_1102,None,2afc,001,Mo11,
drop,1,Bei unserer Ankunft stand ein Glas köstlichen Weins schon auf dem Tisch.,mn,Bei unserer Ankunft stand ein Glas köstlicher Wein schon auf dem Tisch.,r,,,,,,,,,0,9,9,7,,,,,,,j,0,4.43890714645,2017_Jan_16_1102,None,2afc,001,Mo11,
level,1,Die Schule verbraucht 260.000 Kilowattstunden elektrische Energie.,fem,Die Schule verbraucht 260.000 Kilowattstunden elektrischer Energie.,r,,,,,,,,,0,10,10,10,,,,,,,j,0,12.4530649185,2017_Jan_16_1102,None,2afc,001,Mo11,
drop,1,Nicht ein Tropfen königlichen Bluts hat den Boden berührt.,mn,Nicht ein Tropfen königliches Blut hat den Boden berührt.,r,,,,,,,,,0,11,11,5,,,,,,,j,0,4.66448497772,2017_Jan_16_1102,None,2afc,001,Mo11,
x,0,"Die Uhr schlug sporadisch, obwohl sie defekt war.",x,"Die Uhr schlug sporadisch, obschon sie defekt war.",x,,,,,,,,,0,12,12,38,,,,,,,j,0,7.9866669178,2017_Jan_16_1102,None,2afc,001,Mo11,
x,0,Wir übergaben das Auto dem Mann mehr als gerne.,x,Wir übergaben dem Mann das Auto mehr als gerne.,x,,,,,,,,,0,13,13,34,,,,,,,j,0,12.3073379993,2017_Jan_16_1102,None,2afc,001,Mo11,
x,0,Mit heißem leckerem Tee wärmten wir uns auf.,x,Mit heißem leckeren Tee wärmten wir uns auf.,x,,,,,,,,,0,14,14,18,,,,,,,f,0,8.92201399803,2017_Jan_16_1102,None,2afc,001,Mo11,
drop,1,Dort türmen sich Berge schmutziger Wäsche.,fem,Dort türmen sich Berge schmutzige Wäsche.,r,,,,,,,,,0,15,15,13,,,,,,,j,0,6.87108516693,2017_Jan_16_1102,None,2afc,001,Mo11,
x,0,Sie hatte keine Lust auf noch eine Sammlung dumme Sprüche.,x,Sie hatte keine Lust auf noch eine Sammlung dummer Sprüche.,x,,,,,,,,,0,16,16,30,,,,,,,f,0,7.23729801178,2017_Jan_16_1102,None,2afc,001,Mo11,
x,0,Das würde gepasst haben.,x,Das hätte gepasst.,x,,,,,,,,,0,17,17,21,,,,,,,f,0,3.55746197701,2017_Jan_16_1102,None,2afc,001,Mo11,
x,0,In meinem Studium habe ich mehr als einmal Rilke gelesen.,x,In meinem Studium las ich mehr als einmal Rilke.,x,,,,,,,,,0,18,18,35,,,,,,,f,0,4.69008493423,2017_Jan_16_1102,None,2afc,001,Mo11,
x,0,Unter wildem ausgelassenem Gegröle randalierten wieder die Abiturienten.,x,Unter wildem ausgelassenen Gegröle randalierten wieder die Abiturienten.,x,,,,,,,,,0,19,19,27,,,,,,,f,0,11.8253960609,2017_Jan_16_1102,None,2afc,001,Mo11,
x,0,Die Kinder fuhren mit solchen unzureichenden Helmen zur Schule.,x,Die Kinder fuhren mit solch unzureichenden Helmen zur Schule.,x,,,,,,,,,0,20,20,29,,,,,,,f,0,4.83982610703,2017_Jan_16_1102,None,2afc,001,Mo11,
level,1,Sie verbrauchen 60 Liter sprudelnden Trinkwassers.,mn,Sie verbrauchen 60 Liter sprudelndes Trinkwasser.,l,,,,,,,,,0,21,21,1,,,,,,,f,0,7.73625898361,2017_Jan_16_1102,None,2afc,001,Mo11,
x,0,Außer dem Essen kann ich leider nichts mitbringen.,x,Außer das Essen kann ich leider nichts mitbringen.,x,,,,,,,,,0,22,22,32,,,,,,,j,0,6.03695011139,2017_Jan_16_1102,None,2afc,001,Mo11,
x,0,Sie verlassen wegen des schönen Wetters die Wohnung.,x,Sie verlassen wegen dem schönen Wetter die Wohnung.,x,,,,,,,,,0,23,23,19,,,,,,,j,0,8.73732089996,2017_Jan_16_1102,None,2afc,001,Mo11,
x,0,Die Autos beider beteiligten Fahrer wurden verschrottet.,x,Die Autos beider beteiligter Fahrer wurden verschrottet.,x,,,,,,,,,0,24,24,28,,,,,,,j,0,14.0566411018,2017_Jan_16_1102,None,2afc,001,Mo11,
level,1,Er stellt die Masse mit einem Esslöffel warmen Honigs her.,mn,Er stellt die Masse mit einem Esslöffel warmem Honig her.,l,,,,,,,,,0,25,25,3,,,,,,,j,0,7.79080295563,2017_Jan_16_1102,None,2afc,001,Mo11,
x,0,Außer den Bürgermeister beschuldigten die Störenfriede jeden.,x,Außer dem Bürgermeister beschuldigten die Störenfriede jeden.,x,,,,,,,,,0,26,26,33,,,,,,,f,0,23.7063360214,2017_Jan_16_1102,None,2afc,001,Mo11,
level,1,Wir haben jede Menge alten Kram aus dem Haus geschafft.,mn,Wir haben jede Menge alten Krams aus dem Haus geschafft.,r,,,,,,,,,0,27,27,2,,,,,,,j,0,8.88747215271,2017_Jan_16_1102,None,2afc,001,Mo11,
level,1,In den Kakao gehören immer 350ml warme Milch.,fem,In den Kakao gehören immer 350ml warmer Milch.,r,,,,,,,,,0,28,28,8,,,,,,,j,0,5.89139509201,2017_Jan_16_1102,None,2afc,001,Mo11,
x,0,"Es waren nur kleinere Delikte, derer sie überführt wurden.",x,"Es waren nur kleinere Delikte, deren sie überführt wurden.",x,,,,,,,,,0,29,29,31,,,,,,,j,0,5.7540409565,2017_Jan_16_1102,None,2afc,001,Mo11,
level,1,100g brauner Zucker sind auf jeden Fall genug.,mn,100g braunen Zuckers sind auf jeden Fall genug.,r,,,,,,,,,0,30,30,0,,,,,,,f,0,12.684347868,2017_Jan_16_1102,None,2afc,001,Mo11,
drop,1,Wir mussten uns durch Büschel frisches Gras zwängen.,mn,Wir mussten uns durch Büschel frischen Grases zwängen.,l,,,,,,,,,0,31,31,4,,,,,,,f,0,4.89162182808,2017_Jan_16_1102,None,2afc,001,Mo11,
x,0,Wir hatten in Dänemark einen gelegentlichen Besucher.,x,Wir hatten in Dänemark gelegentlich einen Besucher.,x,,,,,,,,,0,32,32,24,,,,,,,f,0,7.62082695961,2017_Jan_16_1102,None,2afc,001,Mo11,
x,0,"Es hat uns die Stimmung ziemlich vermiest, dass es regnete.",x,"Dass es regnete, hat uns die Stimmung ziemlich vermiest.",x,,,,,,,,,0,33,33,36,,,,,,,f,0,10.0551121235,2017_Jan_16_1102,None,2afc,001,Mo11,
level,1,Man machte mal wieder viel Lärm um jede Menge heißer Luft.,fem,Man machte mal wieder viel Lärm um jede Menge heiße Luft.,l,,,,,,,,,0,34,34,11,,,,,,,j,0,11.1185200214,2017_Jan_16_1102,None,2afc,001,Mo11,
x,0,In der Tat wissen wir von den Problemen im Landkreis.,x,In der Tat wissen wir um die Probleme im Landkreis.,x,,,,,,,,,0,35,35,22,,,,,,,j,0,6.55165600777,2017_Jan_16_1102,None,2afc,001,Mo11,
drop,1,Viele Tonnen gebrauchte Kleidung landen im Müll.,fem,Viele Tonnen gebrauchter Kleidung landen im Müll.,l,,,,,,,,,0,36,36,14,,,,,,,j,0,14.3405179977,2017_Jan_16_1102,None,2afc,001,Mo11,
x,0,Am äußersten Rand der Stadt liegen die Slums.,x,Am äußeren Rand der Stadt liegen die Slums.,x,,,,,,,,,0,37,37,23,,,,,,,f,0,9.1031370163,2017_Jan_16_1102,None,2afc,001,Mo11,
drop,1,Mit dieser Methode kann man eine große Menge dunkle Materie erzeugen.,fem,Mit dieser Methode kann man eine große Menge dunkler Materie erzeugen.,l,,,,,,,,,0,38,38,12,,,,,,,f,0,10.5731298923,2017_Jan_16_1102,None,2afc,001,Mo11,
