modelPred,target,sent2,gender,sent1,corrAns,intros.thisRepN,intros.thisTrialN,intros.thisN,intros.thisIndex,testsaetze.thisRepN,testsaetze.thisTrialN,testsaetze.thisN,testsaetze.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,deutschnativ.keys,deutschnativ.corr,deutschnativ.rt,reaction_2.keys,reaction_2.corr,reaction_2.rt,reaction.keys,reaction.corr,reaction.rt,date,frameRate,expName,session,participant,
,,,,,,,,,,,,,,,,,,d,0,15.2149620056,,,,,,,2017_Jan_16_1745,59.8726976591,2afc,001,Mo18,
x,0,In meinem Studium habe ich mehr als einmal Rilke gelesen.,x,In meinem Studium las ich mehr als einmal Rilke.,x,,,,,0,0,0,1,,,,,,,,j,0,11.2453999519,,,,2017_Jan_16_1745,59.8726976591,2afc,001,Mo18,
x,0,Wir übergaben das Auto dem Mann mehr als gerne.,x,Wir übergaben dem Mann das Auto mehr als gerne.,x,,,,,0,1,1,0,,,,,,,,f,0,7.75947904587,,,,2017_Jan_16_1745,59.8726976591,2afc,001,Mo18,
x,0,"Die Uhr, die er trug, war aus Japan.",x,"Die Uhr war aus Japan, die er trug.",x,,,,,0,2,2,3,,,,,,,,j,0,6.10779595375,,,,2017_Jan_16_1745,59.8726976591,2afc,001,Mo18,
x,0,"Es hat uns die Stimmung ziemlich vermiest, dass es regnete.",x,"Dass es regnete, hat uns die Stimmung ziemlich vermiest.",x,,,,,0,3,3,2,,,,,,,,f,0,8.00597596169,,,,2017_Jan_16_1745,59.8726976591,2afc,001,Mo18,
x,0,"Es hat uns die Stimmung ziemlich vermiest, dass es regnete.",x,"Dass es regnete, hat uns die Stimmung ziemlich vermiest.",x,,,,,,,,,0,0,0,36,,,,,,,f,0,7.34236311913,2017_Jan_16_1745,59.8726976591,2afc,001,Mo18,
x,0,Die Stimmung stieg dank wunderbarem roten Wein.,x,Die Stimmung stieg dank wunderbarem rotem Wein.,x,,,,,,,,,0,1,1,25,,,,,,,f,0,23.0717470646,2017_Jan_16_1745,59.8726976591,2afc,001,Mo18,
drop,1,Es wurden Eimer roter Farbe geschleudert.,fem,Es wurden Eimer rote Farbe geschleudert.,r,,,,,,,,,0,2,2,15,,,,,,,f,0,9.46066617966,2017_Jan_16_1745,59.8726976591,2afc,001,Mo18,
drop,1,Viele Tonnen gebrauchte Kleidung landen im Müll.,fem,Viele Tonnen gebrauchter Kleidung landen im Müll.,l,,,,,,,,,0,3,3,14,,,,,,,f,0,7.82612395287,2017_Jan_16_1745,59.8726976591,2afc,001,Mo18,
level,1,Sie verbrauchen 60 Liter sprudelnden Trinkwassers.,mn,Sie verbrauchen 60 Liter sprudelndes Trinkwasser.,l,,,,,,,,,0,4,4,1,,,,,,,j,0,14.6616539955,2017_Jan_16_1745,59.8726976591,2afc,001,Mo18,
