modelPred,target,sent2,gender,sent1,corrAns,intros.thisRepN,intros.thisTrialN,intros.thisN,intros.thisIndex,testsaetze.thisRepN,testsaetze.thisTrialN,testsaetze.thisN,testsaetze.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,deutschnativ.keys,deutschnativ.corr,deutschnativ.rt,reaction_2.keys,reaction_2.corr,reaction_2.rt,reaction.keys,reaction.corr,reaction.rt,date,frameRate,expName,session,participant,
,,,,,,,,,,,,,,,,,,d,0,20.6537139416,,,,,,,2017_Jan_17_1257,59.5802129618,2afc,001,,
x,0,"Es hat uns die Stimmung ziemlich vermiest, dass es regnete.",x,"Dass es regnete, hat uns die Stimmung ziemlich vermiest.",x,,,,,0,0,0,2,,,,,,,,j,0,19.3988671303,,,,2017_Jan_17_1257,59.5802129618,2afc,001,,
x,0,"Die Uhr, die er trug, war aus Japan.",x,"Die Uhr war aus Japan, die er trug.",x,,,,,0,1,1,3,,,,,,,,j,0,8.35800290108,,,,2017_Jan_17_1257,59.5802129618,2afc,001,,
x,0,Wir übergaben das Auto dem Mann mehr als gerne.,x,Wir übergaben dem Mann das Auto mehr als gerne.,x,,,,,0,2,2,0,,,,,,,,f,0,15.1150782108,,,,2017_Jan_17_1257,59.5802129618,2afc,001,,
x,0,In meinem Studium habe ich mehr als einmal Rilke gelesen.,x,In meinem Studium las ich mehr als einmal Rilke.,x,,,,,0,3,3,1,,,,,,,,j,0,8.81018280983,,,,2017_Jan_17_1257,59.5802129618,2afc,001,,
x,0,Wir hatten in Dänemark einen gelegentlichen Besucher.,x,Wir hatten in Dänemark gelegentlich einen Besucher.,x,,,,,,,,,0,0,0,24,,,,,,,f,0,6.85886001587,2017_Jan_17_1257,59.5802129618,2afc,001,,
level,1,Die Schule verbraucht 260.000 Kilowattstunden elektrische Energie.,fem,Die Schule verbraucht 260.000 Kilowattstunden elektrischer Energie.,r,,,,,,,,,0,1,1,10,,,,,,,j,0,10.8801858425,2017_Jan_17_1257,59.5802129618,2afc,001,,
x,0,Sie hatte keine Lust auf noch eine Sammlung dumme Sprüche.,x,Sie hatte keine Lust auf noch eine Sammlung dummer Sprüche.,x,,,,,,,,,0,2,2,30,,,,,,,j,0,14.5648801327,2017_Jan_17_1257,59.5802129618,2afc,001,,
x,0,In meinem Studium habe ich mehr als einmal Rilke gelesen.,x,In meinem Studium las ich mehr als einmal Rilke.,x,,,,,,,,,0,3,3,35,,,,,,,j,0,7.22604298592,2017_Jan_17_1257,59.5802129618,2afc,001,,
x,0,Die Stimmung stieg dank wunderbarem roten Wein.,x,Die Stimmung stieg dank wunderbarem rotem Wein.,x,,,,,,,,,0,4,4,25,,,,,,,f,0,10.428164959,2017_Jan_17_1257,59.5802129618,2afc,001,,
drop,1,Bei unserer Ankunft stand ein Glas köstlichen Weins schon auf dem Tisch.,mn,Bei unserer Ankunft stand ein Glas köstlicher Wein schon auf dem Tisch.,r,,,,,,,,,0,5,5,7,,,,,,,f,0,13.4638721943,2017_Jan_17_1257,59.5802129618,2afc,001,,
x,0,Am äußersten Rand der Stadt liegen die Slums.,x,Am äußeren Rand der Stadt liegen die Slums.,x,,,,,,,,,0,6,6,23,,,,,,,f,0,7.47591090202,2017_Jan_17_1257,59.5802129618,2afc,001,,
x,0,In der Tat wissen wir von den Problemen im Landkreis.,x,In der Tat wissen wir um die Probleme im Landkreis.,x,,,,,,,,,0,7,7,22,,,,,,,f,0,10.7451298237,2017_Jan_17_1257,59.5802129618,2afc,001,,
x,0,Im Fernrohr sahen wir den roten Planeten ganz deutlich.,x,Im Fernrohr sahen wir den roten Planet ganz deutlich.,x,,,,,,,,,0,8,8,26,,,,,,,j,0,15.0316128731,2017_Jan_17_1257,59.5802129618,2afc,001,,
drop,1,Wir mussten uns durch Büschel frisches Gras zwängen.,mn,Wir mussten uns durch Büschel frischen Grases zwängen.,l,,,,,,,,,0,9,9,4,,,,,,,j,0,23.1213929653,2017_Jan_17_1257,59.5802129618,2afc,001,,
level,1,Man machte mal wieder viel Lärm um jede Menge heißer Luft.,fem,Man machte mal wieder viel Lärm um jede Menge heiße Luft.,l,,,,,,,,,0,10,10,11,,,,,,,f,0,9.66229104996,2017_Jan_17_1257,59.5802129618,2afc,001,,
x,0,Außer den Bürgermeister beschuldigten die Störenfriede jeden.,x,Außer dem Bürgermeister beschuldigten die Störenfriede jeden.,x,,,,,,,,,0,11,11,33,,,,,,,f,0,16.1631031036,2017_Jan_17_1257,59.5802129618,2afc,001,,
