modelPred,target,sent2,gender,sent1,corrAns,intros.thisRepN,intros.thisTrialN,intros.thisN,intros.thisIndex,testsaetze.thisRepN,testsaetze.thisTrialN,testsaetze.thisN,testsaetze.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,deutschnativ.keys,deutschnativ.corr,deutschnativ.rt,reaction_2.keys,reaction_2.corr,reaction_2.rt,reaction.keys,reaction.corr,reaction.rt,date,frameRate,expName,session,participant,
,,,,,,,,,,,,,,,,,,d,0,6.90942406654,,,,,,,2017_Jan_20_1505,59.6583477229,2afc,001,Fr15,
x,0,"Die Uhr, die er trug, war aus Japan.",x,"Die Uhr war aus Japan, die er trug.",x,,,,,0,0,0,3,,,,,,,,j,0,8.7699739933,,,,2017_Jan_20_1505,59.6583477229,2afc,001,Fr15,
x,0,"Es hat uns die Stimmung ziemlich vermiest, dass es regnete.",x,"Dass es regnete, hat uns die Stimmung ziemlich vermiest.",x,,,,,0,1,1,2,,,,,,,,f,0,5.83622097969,,,,2017_Jan_20_1505,59.6583477229,2afc,001,Fr15,
x,0,Wir übergaben das Auto dem Mann mehr als gerne.,x,Wir übergaben dem Mann das Auto mehr als gerne.,x,,,,,0,2,2,0,,,,,,,,f,0,5.71921014786,,,,2017_Jan_20_1505,59.6583477229,2afc,001,Fr15,
x,0,In meinem Studium habe ich mehr als einmal Rilke gelesen.,x,In meinem Studium las ich mehr als einmal Rilke.,x,,,,,0,3,3,1,,,,,,,,j,0,6.23904705048,,,,2017_Jan_20_1505,59.6583477229,2afc,001,Fr15,
x,0,Die Kinder fuhren mit solchen unzureichenden Helmen zur Schule.,x,Die Kinder fuhren mit solch unzureichenden Helmen zur Schule.,x,,,,,,,,,0,0,0,29,,,,,,,f,0,8.7698199749,2017_Jan_20_1505,59.6583477229,2afc,001,Fr15,
x,0,In meinem Studium habe ich mehr als einmal Rilke gelesen.,x,In meinem Studium las ich mehr als einmal Rilke.,x,,,,,,,,,0,1,1,35,,,,,,,j,0,2.86830306053,2017_Jan_20_1505,59.6583477229,2afc,001,Fr15,
x,0,Wir übergaben das Auto dem Mann mehr als gerne.,x,Wir übergaben dem Mann das Auto mehr als gerne.,x,,,,,,,,,0,2,2,34,,,,,,,f,0,8.73779010773,2017_Jan_20_1505,59.6583477229,2afc,001,Fr15,
level,1,Die Schule verbraucht 260.000 Kilowattstunden elektrische Energie.,fem,Die Schule verbraucht 260.000 Kilowattstunden elektrischer Energie.,r,,,,,,,,,0,3,3,10,,,,,,,j,0,8.38567900658,2017_Jan_20_1505,59.6583477229,2afc,001,Fr15,
drop,1,Viele Tonnen gebrauchte Kleidung landen im Müll.,fem,Viele Tonnen gebrauchter Kleidung landen im Müll.,l,,,,,,,,,0,4,4,14,,,,,,,f,0,8.45314002037,2017_Jan_20_1505,59.6583477229,2afc,001,Fr15,
level,1,100g brauner Zucker sind auf jeden Fall genug.,mn,100g braunen Zuckers sind auf jeden Fall genug.,r,,,,,,,,,0,5,5,0,,,,,,,j,0,11.5208389759,2017_Jan_20_1505,59.6583477229,2afc,001,Fr15,
level,1,Sie verbrauchen 60 Liter sprudelnden Trinkwassers.,mn,Sie verbrauchen 60 Liter sprudelndes Trinkwasser.,l,,,,,,,,,0,6,6,1,,,,,,,f,0,7.32897901535,2017_Jan_20_1505,59.6583477229,2afc,001,Fr15,
drop,1,Nicht ein Tropfen königlichen Bluts hat den Boden berührt.,mn,Nicht ein Tropfen königliches Blut hat den Boden berührt.,r,,,,,,,,,0,7,7,5,,,,,,,j,0,6.85947394371,2017_Jan_20_1505,59.6583477229,2afc,001,Fr15,
x,0,Im Fernrohr sahen wir den roten Planeten ganz deutlich.,x,Im Fernrohr sahen wir den roten Planet ganz deutlich.,x,,,,,,,,,0,8,8,26,,,,,,,j,0,12.2927100658,2017_Jan_20_1505,59.6583477229,2afc,001,Fr15,
x,0,Außer den Bürgermeister beschuldigten die Störenfriede jeden.,x,Außer dem Bürgermeister beschuldigten die Störenfriede jeden.,x,,,,,,,,,0,9,9,33,,,,,,,f,0,10.0103170872,2017_Jan_20_1505,59.6583477229,2afc,001,Fr15,
drop,1,Bei unserer Ankunft stand ein Glas köstlichen Weins schon auf dem Tisch.,mn,Bei unserer Ankunft stand ein Glas köstlicher Wein schon auf dem Tisch.,r,,,,,,,,,0,10,10,7,,,,,,,f,0,7.79887604713,2017_Jan_20_1505,59.6583477229,2afc,001,Fr15,
drop,1,Wir mussten uns durch Büschel frisches Gras zwängen.,mn,Wir mussten uns durch Büschel frischen Grases zwängen.,l,,,,,,,,,0,11,11,4,,,,,,,j,0,5.5511739254,2017_Jan_20_1505,59.6583477229,2afc,001,Fr15,
x,0,Unter wildem ausgelassenem Gegröle randalierten wieder die Abiturienten.,x,Unter wildem ausgelassenen Gegröle randalierten wieder die Abiturienten.,x,,,,,,,,,0,12,12,27,,,,,,,f,0,18.0946118832,2017_Jan_20_1505,59.6583477229,2afc,001,Fr15,
