modelPred,target,sent2,gender,sent1,corrAns,intros.thisRepN,intros.thisTrialN,intros.thisN,intros.thisIndex,testsaetze.thisRepN,testsaetze.thisTrialN,testsaetze.thisN,testsaetze.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,deutschnativ.keys,deutschnativ.corr,deutschnativ.rt,reaction_2.keys,reaction_2.corr,reaction_2.rt,reaction.keys,reaction.corr,reaction.rt,date,frameRate,expName,session,participant,
,,,,,,,,,,,,,,,,,,d,0,9.97802186012,,,,,,,2017_Jan_19_1207,59.4169795016,2afc,001,Do12,
x,0,In meinem Studium habe ich mehr als einmal Rilke gelesen.,x,In meinem Studium las ich mehr als einmal Rilke.,x,,,,,0,0,0,1,,,,,,,,j,0,10.3303148746,,,,2017_Jan_19_1207,59.4169795016,2afc,001,Do12,
x,0,"Es hat uns die Stimmung ziemlich vermiest, dass es regnete.",x,"Dass es regnete, hat uns die Stimmung ziemlich vermiest.",x,,,,,0,1,1,2,,,,,,,,f,0,7.26126599312,,,,2017_Jan_19_1207,59.4169795016,2afc,001,Do12,
x,0,Wir übergaben das Auto dem Mann mehr als gerne.,x,Wir übergaben dem Mann das Auto mehr als gerne.,x,,,,,0,2,2,0,,,,,,,,f,0,10.2123038769,,,,2017_Jan_19_1207,59.4169795016,2afc,001,Do12,
x,0,"Die Uhr, die er trug, war aus Japan.",x,"Die Uhr war aus Japan, die er trug.",x,,,,,0,3,3,3,,,,,,,,j,0,3.57212591171,,,,2017_Jan_19_1207,59.4169795016,2afc,001,Do12,
level,1,Er stellt die Masse mit einem Esslöffel warmen Honigs her.,mn,Er stellt die Masse mit einem Esslöffel warmem Honig her.,l,,,,,,,,,0,0,0,3,,,,,,,f,0,7.06023788452,2017_Jan_19_1207,59.4169795016,2afc,001,Do12,
x,0,"Die Uhr schlug sporadisch, obwohl sie defekt war.",x,"Die Uhr schlug sporadisch, obschon sie defekt war.",x,,,,,,,,,0,1,1,38,,,,,,,j,0,5.50074100494,2017_Jan_19_1207,59.4169795016,2afc,001,Do12,
level,1,In den Kakao gehören immer 350ml warme Milch.,fem,In den Kakao gehören immer 350ml warmer Milch.,r,,,,,,,,,0,2,2,8,,,,,,,j,0,4.7284309864,2017_Jan_19_1207,59.4169795016,2afc,001,Do12,
x,0,Die Stimmung stieg dank wunderbarem roten Wein.,x,Die Stimmung stieg dank wunderbarem rotem Wein.,x,,,,,,,,,0,3,3,25,,,,,,,j,0,7.01001191139,2017_Jan_19_1207,59.4169795016,2afc,001,Do12,
x,0,Die Autos beider beteiligten Fahrer wurden verschrottet.,x,Die Autos beider beteiligter Fahrer wurden verschrottet.,x,,,,,,,,,0,4,4,28,,,,,,,f,0,5.03138494492,2017_Jan_19_1207,59.4169795016,2afc,001,Do12,
drop,1,Beträchtliche Stücke saftiges Fleisch wurden serviert.,mn,Beträchtliche Stücke saftigen Fleischs wurden serviert.,l,,,,,,,,,0,5,5,6,,,,,,,j,0,13.7681698799,2017_Jan_19_1207,59.4169795016,2afc,001,Do12,
x,0,In meinem Studium habe ich mehr als einmal Rilke gelesen.,x,In meinem Studium las ich mehr als einmal Rilke.,x,,,,,,,,,0,6,6,35,,,,,,,j,0,3.21996498108,2017_Jan_19_1207,59.4169795016,2afc,001,Do12,
x,0,Er wurde trotz des bekannten Skandal wiedergewählt.,x,Er wurde trotz dem bekannten Skandal wiedergewählt.,x,,,,,,,,,0,7,7,16,,,,,,,f,0,8.35066699982,2017_Jan_19_1207,59.4169795016,2afc,001,Do12,
x,0,In der Tat wissen wir von den Problemen im Landkreis.,x,In der Tat wissen wir um die Probleme im Landkreis.,x,,,,,,,,,0,8,8,22,,,,,,,j,0,8.61976718903,2017_Jan_19_1207,59.4169795016,2afc,001,Do12,
x,0,"Es hat uns die Stimmung ziemlich vermiest, dass es regnete.",x,"Dass es regnete, hat uns die Stimmung ziemlich vermiest.",x,,,,,,,,,0,9,9,36,,,,,,,f,0,5.06434583664,2017_Jan_19_1207,59.4169795016,2afc,001,Do12,
x,0,Die Gäste suchen die Wohnung des Herrn Gantenbeins.,x,Die Gäste suchen die Wohnung des Herrn Gantenbein.,x,,,,,,,,,0,10,10,20,,,,,,,f,0,9.12450194359,2017_Jan_19_1207,59.4169795016,2afc,001,Do12,
x,0,Im Fernrohr sahen wir den roten Planeten ganz deutlich.,x,Im Fernrohr sahen wir den roten Planet ganz deutlich.,x,,,,,,,,,0,11,11,26,,,,,,,j,0,16.0484659672,2017_Jan_19_1207,59.4169795016,2afc,001,Do12,
drop,1,Bei unserer Ankunft stand ein Glas köstlichen Weins schon auf dem Tisch.,mn,Bei unserer Ankunft stand ein Glas köstlicher Wein schon auf dem Tisch.,r,,,,,,,,,0,12,12,7,,,,,,,j,0,10.4312331676,2017_Jan_19_1207,59.4169795016,2afc,001,Do12,
x,0,Außer den Bürgermeister beschuldigten die Störenfriede jeden.,x,Außer dem Bürgermeister beschuldigten die Störenfriede jeden.,x,,,,,,,,,0,13,13,33,,,,,,,j,0,7.24465799332,2017_Jan_19_1207,59.4169795016,2afc,001,Do12,
x,0,Sie hatte keine Lust auf noch eine Sammlung dumme Sprüche.,x,Sie hatte keine Lust auf noch eine Sammlung dummer Sprüche.,x,,,,,,,,,0,14,14,30,,,,,,,f,0,8.51909017563,2017_Jan_19_1207,59.4169795016,2afc,001,Do12,
x,0,Das würde gepasst haben.,x,Das hätte gepasst.,x,,,,,,,,,0,15,15,21,,,,,,,f,0,3.90862798691,2017_Jan_19_1207,59.4169795016,2afc,001,Do12,
x,0,Am äußersten Rand der Stadt liegen die Slums.,x,Am äußeren Rand der Stadt liegen die Slums.,x,,,,,,,,,0,16,16,23,,,,,,,j,0,7.64750480652,2017_Jan_19_1207,59.4169795016,2afc,001,Do12,
level,1,Wir haben jede Menge alten Kram aus dem Haus geschafft.,mn,Wir haben jede Menge alten Krams aus dem Haus geschafft.,r,,,,,,,,,0,17,17,2,,,,,,,j,0,5.76924586296,2017_Jan_19_1207,59.4169795016,2afc,001,Do12,
drop,1,Dort türmen sich Berge schmutziger Wäsche.,fem,Dort türmen sich Berge schmutzige Wäsche.,r,,,,,,,,,0,18,18,13,,,,,,,j,0,8.57164597511,2017_Jan_19_1207,59.4169795016,2afc,001,Do12,
