modelPred,target,sent2,gender,sent1,corrAns,intros.thisRepN,intros.thisTrialN,intros.thisN,intros.thisIndex,testsaetze.thisRepN,testsaetze.thisTrialN,testsaetze.thisN,testsaetze.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,deutschnativ.keys,deutschnativ.corr,deutschnativ.rt,reaction_2.keys,reaction_2.corr,reaction_2.rt,reaction.keys,reaction.corr,reaction.rt,date,frameRate,expName,session,participant,
,,,,,,,,,,,,,,,,,,d,0,9.21037197113,,,,,,,2017_Jan_16_1354,59.9534015443,2afc,001,Mo14,
x,0,In meinem Studium habe ich mehr als einmal Rilke gelesen.,x,In meinem Studium las ich mehr als einmal Rilke.,x,,,,,0,0,0,1,,,,,,,,j,0,9.44324803352,,,,2017_Jan_16_1354,59.9534015443,2afc,001,Mo14,
x,0,"Die Uhr, die er trug, war aus Japan.",x,"Die Uhr war aus Japan, die er trug.",x,,,,,0,1,1,3,,,,,,,,j,0,4.80712080002,,,,2017_Jan_16_1354,59.9534015443,2afc,001,Mo14,
x,0,Wir übergaben das Auto dem Mann mehr als gerne.,x,Wir übergaben dem Mann das Auto mehr als gerne.,x,,,,,0,2,2,0,,,,,,,,f,0,20.3356120586,,,,2017_Jan_16_1354,59.9534015443,2afc,001,Mo14,
x,0,"Es hat uns die Stimmung ziemlich vermiest, dass es regnete.",x,"Dass es regnete, hat uns die Stimmung ziemlich vermiest.",x,,,,,0,3,3,2,,,,,,,,f,0,11.2786102295,,,,2017_Jan_16_1354,59.9534015443,2afc,001,Mo14,
x,0,"Die Uhr schlug sporadisch, obwohl sie defekt war.",x,"Die Uhr schlug sporadisch, obschon sie defekt war.",x,,,,,,,,,0,0,0,38,,,,,,,j,0,5.79119491577,2017_Jan_16_1354,59.9534015443,2afc,001,Mo14,
level,1,Wir haben jede Menge alten Kram aus dem Haus geschafft.,mn,Wir haben jede Menge alten Krams aus dem Haus geschafft.,r,,,,,,,,,0,1,1,2,,,,,,,j,0,15.7171201706,2017_Jan_16_1354,59.9534015443,2afc,001,Mo14,
x,0,Am äußersten Rand der Stadt liegen die Slums.,x,Am äußeren Rand der Stadt liegen die Slums.,x,,,,,,,,,0,2,2,23,,,,,,,f,0,11.9464700222,2017_Jan_16_1354,59.9534015443,2afc,001,Mo14,
x,0,Sie verlassen wegen des schönen Wetters die Wohnung.,x,Sie verlassen wegen dem schönen Wetter die Wohnung.,x,,,,,,,,,0,3,3,19,,,,,,,f,0,6.959815979,2017_Jan_16_1354,59.9534015443,2afc,001,Mo14,
drop,1,Mit dieser Methode kann man eine große Menge dunkle Materie erzeugen.,fem,Mit dieser Methode kann man eine große Menge dunkler Materie erzeugen.,l,,,,,,,,,0,4,4,12,,,,,,,f,0,14.3141739368,2017_Jan_16_1354,59.9534015443,2afc,001,Mo14,
x,0,Das würde gepasst haben.,x,Das hätte gepasst.,x,,,,,,,,,0,5,5,21,,,,,,,f,0,3.03909301758,2017_Jan_16_1354,59.9534015443,2afc,001,Mo14,
x,0,Wir übergaben das Auto dem Mann mehr als gerne.,x,Wir übergaben dem Mann das Auto mehr als gerne.,x,,,,,,,,,0,6,6,34,,,,,,,f,0,14.7646729946,2017_Jan_16_1354,59.9534015443,2afc,001,Mo14,
level,1,Man machte mal wieder viel Lärm um jede Menge heißer Luft.,fem,Man machte mal wieder viel Lärm um jede Menge heiße Luft.,l,,,,,,,,,0,7,7,11,,,,,,,f,0,18.3865377903,2017_Jan_16_1354,59.9534015443,2afc,001,Mo14,
x,0,Die Kinder fuhren mit solchen unzureichenden Helmen zur Schule.,x,Die Kinder fuhren mit solch unzureichenden Helmen zur Schule.,x,,,,,,,,,0,8,8,29,,,,,,,f,0,17.433273077,2017_Jan_16_1354,59.9534015443,2afc,001,Mo14,
x,0,Die Gäste suchen die Wohnung des Herrn Gantenbeins.,x,Die Gäste suchen die Wohnung des Herrn Gantenbein.,x,,,,,,,,,0,9,9,20,,,,,,,f,0,18.414329052,2017_Jan_16_1354,59.9534015443,2afc,001,Mo14,
x,0,"Es waren nur kleinere Delikte, derer sie überführt wurden.",x,"Es waren nur kleinere Delikte, deren sie überführt wurden.",x,,,,,,,,,0,10,10,31,,,,,,,f,0,13.5303640366,2017_Jan_16_1354,59.9534015443,2afc,001,Mo14,
x,0,"Die Uhr, die er trug, war aus Japan.",x,"Die Uhr war aus Japan, die er trug.",x,,,,,,,,,0,11,11,37,,,,,,,j,0,7.73937606812,2017_Jan_16_1354,59.9534015443,2afc,001,Mo14,
drop,1,Es wurden Eimer roter Farbe geschleudert.,fem,Es wurden Eimer rote Farbe geschleudert.,r,,,,,,,,,0,12,12,15,,,,,,,j,0,12.5797400475,2017_Jan_16_1354,59.9534015443,2afc,001,Mo14,
x,0,Außer dem Essen kann ich leider nichts mitbringen.,x,Außer das Essen kann ich leider nichts mitbringen.,x,,,,,,,,,0,13,13,32,,,,,,,j,0,4.13998293877,2017_Jan_16_1354,59.9534015443,2afc,001,Mo14,
