text,sent48,sent9,sent8,sent15,sent3,sent2,sent1,sent14,sent7,sent6,sent5,sent4,sent57,sent56,sent55,sent54,sent53,sent52,sent51,sent50,sent13,sent12,sent11,sent10,sent17,sent16,sent59,sent58,sent93,sent92,sent91,sent90,sent97,sent96,sent95,sent94,sent98,sent22,sent23,sent20,sent21,sent26,sent27,sent24,sent25,sent28,sent29,sent68,sent69,sent66,sent67,sent64,sent65,sent62,sent63,sent60,sent61,sent31,sent30,sent33,sent32,sent35,sent34,sent37,sent36,sent39,sent38,sent79,sent78,sent75,sent74,sent77,sent76,sent71,sent70,sent73,sent72,sent19,sent49,sent18,sent44,sent45,sent84,sent85,sent86,sent87,sent80,sent81,sent82,sent83,sent40,sent41,sent42,sent43,sent88,sent89,sent46,sent47,intros.thisRepN,intros.thisTrialN,intros.thisN,intros.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,testWords.thisRepN,testWords.thisTrialN,testWords.thisN,testWords.thisIndex,test1,test3,test2,test5,test4,test7,test6,test9,test8,test10,realTrials.thisRepN,realTrials.thisTrialN,realTrials.thisN,realTrials.thisIndex,words.thisRepN,words.thisTrialN,words.thisN,words.thisIndex,key_resp_3.keys,key_resp_3.rt,key_resp_8.keys,key_resp_10.keys,key_resp_10.rt,key_resp_6.keys,wordRead.keys,wordRead.rt,key_resp_5.keys,questAnswer.keys,questAnswer.rt,date,frameRate,expName,session,participant,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,None,,,,,,,,,2017_Jan_25_1159,59.438871962,spr_backupper,001,Sa12,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,0,4,0,,,,,,,,,,,,,,,,,,,,,,,,,None,,,,,,,,,2017_Jan_25_1159,59.438871962,spr_backupper,001,Sa12,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,0,5,0,,,,,,,,,,,,,,,,,,,,,,,,,None,,,,,,,,,2017_Jan_25_1159,59.438871962,spr_backupper,001,Sa12,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,0,6,0,,,,,,,,,,,,,,,,,,,,,,,,,None,,,,,,,,,2017_Jan_25_1159,59.438871962,spr_backupper,001,Sa12,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,0,7,0,,,,,,,,,,,,,,,,,,,,,,,,,None,,,,,,,,,2017_Jan_25_1159,59.438871962,spr_backupper,001,Sa12,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,0,8,0,,,,,,,,,,,,,,,,,,,,,,,,,None,,,,,,,,,2017_Jan_25_1159,59.438871962,spr_backupper,001,Sa12,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,0,9,0,,,,,,,,,,,,,,,,,,,,,,,,,None,,,,,,,,,2017_Jan_25_1159,59.438871962,spr_backupper,001,Sa12,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,space,3.08678507805,,,,,,,2017_Jan_25_1159,59.438871962,spr_backupper,001,Sa12,
,Wir,Wir,Die,Die,Außer,Wir,Er,Als,In,In,Er,Die,Jetzt,In,Die,In,Die,Bei,Viele,Die,Es,Die,Die,Es,Die,Beträchtliche,Sie,Nicht,Am,Dort,Ich,Mit,Er,Wir,Man,Das,Wir,Sie,Nicht,Im,Außer,Viele,Man,Die,Mit,Bei,Sie,Es,Wir,Unter,Die,Im,Die,Es,Wir,Alle,Jugendliche,Die,Er,Am,Manche,Ich,Ihr,Dass,Bei,Walter,In,Die,Er,Beträchtliche,Bei,Außer,Die,Die,In,Der,Es,Sie,Die,Die,Sie,100,Die,100,Die,Sie,In,Wir,Sie,Außer,Dort,Wir,Danach,Fernab,Die,Jungtiere,Ich,In,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,,,,,,None,space,0.657459020615,,,,2017_Jan_25_1159,59.438871962,spr_backupper,001,Sa12,
,übergaben,mussten,Linie,Formen,das,haben,hat,die,meinem,der,wurde,Autos,ist,einer,Kinder,den,Schule,der,Tonnen,Stücke,wurden,Uhr,Lösung,waren,Kinder,Stücke,verbrauchen,ein,äußersten,türmen,nehme,dieser,stellt,mussten,machte,Tuch,konnten,verlassen,ein,Fernrohr,dem,Tonnen,machte,Uhr,dieser,unserer,hatte,hat,hatten,keinen,müden,Fernrohr,Uhr,waren,übergaben,Betten,können,Gäste,stellt,äußeren,Kreditnehmer,wurde,Blutdruck,es,der,Scheel,den,Teilnehmerinnen,wurde,Stücke,unserer,den,Eislaufbahnen,Gäste,meinem,Flug,wurden,haben,Schule,Schuhe,verbrauchen,g,Autos,g,Schuhe,verlassen,der,haben,hatte,dem,türmen,hatten,wurde,des,"Uhr,",sollten,nehme,diesem,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,1,1,1,,,,,,,space,0.537482023239,,,,2017_Jan_25_1159,59.438871962,spr_backupper,001,Sa12,
,dem,uns,101,wurden,Essen,jede,ein,Sonne,Studium,Tat,trotz,beider,genau,Studie,fuhren,Kakao,verbraucht,Feier,gebrauchte,wurden,Eimer,war,wird,nur,fuhren,saftigen,60,Tropfen,Rand,sich,eine,Methode,die,uns,mal,wurde,dann,wegen,Tropfen,sahen,Bürgermeister,gebrauchter,mal,schlug,Methode,Ankunft,keine,uns,in,Umständen,Teilnehmer,sahen,schlug,nur,das,wurden,Kleidung,suchen,die,Rand,sind,damals,kann,"regnete,",Feier,war,Kakao,wussten,trotz,saftiges,Ankunft,Bürgermeister,wurden,suchen,Studium,zum,Eimer,die,verbraucht,in,60,braunen,beider,brauner,in,wegen,Tat,jede,keine,Essen,sich,in,die,Rummels,die,immer,eine,Zirkus,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,2,2,2,,,,,,,space,0.477931022644,,,,2017_Jan_25_1159,59.438871962,spr_backupper,001,Sa12,
,Mann,durch,hält,unter,kann,Menge,Hemd,"unterging,",las,wissen,dem,beteiligter,die,wurde,mit,gehören,260.000,gedachte,Kleidung,aus,rote,aus,mit,kleinere,mit,Fleischs,Liter,königlichen,der,Berge,große,kann,Masse,durch,wieder,dann,mit,dem,königliches,wir,beschuldigten,Kleidung,wieder,"sporadisch,",kann,stand,Lust,die,Dänemark,können,wurden,wir,"sporadisch,",kleinere,Auto,mit,bei,die,Masse,der,mit,schnell,schon,hat,gedachte,der,gehören,überwiegend,des,Fleisch,stand,beschuldigten,mit,die,habe,Mond,roter,Erlebnisse,260.000,Größe,Liter,Zuckers,beteiligten,Zucker,Größe,des,wissen,Menge,Lust,kann,Berge,Dänemark,Leinwand,wurde,er,auf,große,werden,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,3,3,3,,,,,,,space,0.509915828705,,,,2017_Jan_25_1159,59.438871962,spr_backupper,001,Sa12,
,das,Büschel,nicht,"regelmäßigem,",ich,alten,aus,war,ich,wir,bekannten,Fahrer,richtige,jetzt,solchen,immer,Kilowattstunden,man,landen,"wertvollem,",Farbe,"Japan,","reichlichem,","Delikte,",solch,wurden,sprudelnden,Bluts,Stadt,schmutziger,Packung,man,mit,Büschel,viel,mit,"minimalem,",schönen,Blut,den,die,landen,viel,obschon,man,ein,auf,Stimmung,einen,Neuwahlen,mit,den,obwohl,"Delikte,",dem,"üblichem,",ausreichendem,Wohnung,mit,Stadt,"sämtlichem,",dank,bei,uns,man,vierte,immer,"nicht,",bekannten,wurden,ein,die,dauerhaftem,Wohnung,ich,dauerte,Farbe,bei,Kilowattstunden,36,sprudelndes,sind,Fahrer,sind,36,schönen,wir,alten,auf,ich,schmutzige,gelegentlich,aus,schon,"trug,",warmem,Packung,die,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,4,4,4,,,,,,,space,0.537794113159,,,,2017_Jan_25_1159,59.438871962,spr_backupper,001,Sa12,
,Auto,frischen,am,kaltem,leider,Krams,feinem,die,mehr,um,Skandal,wurden,"Zeit,","nachgewiesen,",unzureichenden,350,elektrische,der,im,klassischen,geschleudert.,die,purem,deren,unzureichenden,serviert.,Trinkwassers.,hat,liegen,Wäsche.,salziger,eine,einem,frisches,Lärm,"reichem,",sauberen,Wetter,hat,roten,Störenfriede,im,Lärm,sie,eine,Glas,noch,ziemlich,gelegentlichen,vor,zusätzlichem,roten,sie,derer,Mann,harten,monatlichem,des,einem,liegen,künftigem,täglichem,minimalem,die,den,Bundespräsident.,350,was,Skandals,serviert.,Glas,Störenfriede,feinem,des,mehr,ungefähr,geschleudert.,"frischem,",elektrischer,hätten,Trinkwasser.,auf,wurden,auf,würden,Wetters,von,Kram,noch,leider,Wäsche.,einen,seltenem,immer,war,weichem,salzige,Tiere,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,5,5,5,,,,,,,space,0.70355796814,,,,2017_Jan_25_1159,59.438871962,spr_backupper,001,Sa12,
,mehr,Grases,Hauptbahnhof.,Abduschen,nichts,aus,dichten,Flut,als,die,wiedergewählt.,verschrottet.,um,dass,Helmen,ml,Energie.,Soldaten,Müll.,Schmuck,nan,er,Alkohol,sie,Helmen,nan,nan,den,die,nan,Wurst,große,Esslöffel,Gras,um,goldenen,Kraftstoff,die,den,Planet,jeden.,Müll.,um,defekt,große,köstlicher,eine,"vermiest,",Besucher.,Dezember,schwarzem,Planeten,defekt,sie,mehr,Schaumstoff,Taschengeld,Herrn,Esslöffel,die,Einkommen,grünen,täglichen,Stimmung,Soldaten,nan,ml,Tupperware,wiedergewählt.,nan,köstlichen,jeden.,Kunsteis,Herrn,als,drei,nan,kaltem,Energie.,seiner,nan,jeden,verschrottet.,jeden,seiner,die,den,aus,eine,nichts,nan,Besucher.,dichten,ruhig,aus,Untergrund,Wurst,artgerecht,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,6,6,6,,,,,,,space,0.541594028473,,,,2017_Jan_25_1159,59.438871962,spr_backupper,001,Sa12,
,als,zwängen.,nan,gehärtet.,mitbringen.,dem,Stoff,zurückgekehrt.,einmal,Probleme,nan,nan,Nadelhölzer,das,zur,warme,nan,des,nan,umgearbeitet.,nan,trug.,verdünnt.,überführt,zur,nan,nan,Boden,Slums.,nan,mit,Menge,warmen,zwängen.,jede,Besatz,fahren.,Wohnung.,Boden,ganz,nan,nan,jede,war.,Menge,Wein,Sammlung,dass,nan,stattfinden.,Kaffee,ganz,war.,überführt,als,gefertigt.,selber,Gantenbein.,warmem,Slums.,haftbar.,Tee,Einsatz,ziemlich,des,nan,warmer,ist.,nan,nan,Weins,nan,eingesprüht.,Gantenbeins.,einmal,Tage.,nan,Saft,nan,Frau,nan,Fall,nan,Fall,Frau,Wohnung.,Problemen,dem,Sammlung,mitbringen.,nan,nan,Gewebe,diskutiert.,Japan.,liegen.,mit,gehalten.,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,7,7,7,,,,,,,space,0.565304994583,,,,2017_Jan_25_1159,59.438871962,spr_backupper,001,Sa12,
,gerne.,nan,nan,nan,nan,Haus,gefertigt.,nan,Rilke.,im,nan,nan,umzusetzen.,Medikament,Schule.,Milch.,nan,zweiten,nan,nan,nan,nan,nan,wurden.,Schule.,nan,nan,berührt.,nan,nan,an,dunkle,Honigs,nan,Menge,rekonstruiert.,nan,nan,berührt.,deutlich.,nan,nan,Menge,nan,dunkler,schon,dummer,es,nan,nan,wiederbelebt.,deutlich.,nan,wurden.,gerne.,nan,kaufen.,nan,Honig,nan,nan,wieder,sinken.,vermiest.,zweiten,nan,Milch.,nan,nan,nan,schon,nan,nan,nan,Rilke,nan,nan,besprochen.,nan,gepasst.,nan,genug.,nan,genug.,gepasst,nan,im,Haus,dumme,nan,nan,nan,wiederhergestellt.,nan,nan,nan,an,nan,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,8,8,8,,,,,,,space,0.653538942337,,,,2017_Jan_25_1159,59.438871962,spr_backupper,001,Sa12,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,None,n,2.20641708374,2017_Jan_25_1159,59.438871962,spr_backupper,001,Sa12,
,Wir,Wir,Die,Die,Außer,Wir,Er,Als,In,In,Er,Die,Jetzt,In,Die,In,Die,Bei,Viele,Die,Es,Die,Die,Es,Die,Beträchtliche,Sie,Nicht,Am,Dort,Ich,Mit,Er,Wir,Man,Das,Wir,Sie,Nicht,Im,Außer,Viele,Man,Die,Mit,Bei,Sie,Es,Wir,Unter,Die,Im,Die,Es,Wir,Alle,Jugendliche,Die,Er,Am,Manche,Ich,Ihr,Dass,Bei,Walter,In,Die,Er,Beträchtliche,Bei,Außer,Die,Die,In,Der,Es,Sie,Die,Die,Sie,100,Die,100,Die,Sie,In,Wir,Sie,Außer,Dort,Wir,Danach,Fernab,Die,Jungtiere,Ich,In,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,0,0,0,0,,,,,,None,space,0.856222867966,,,,2017_Jan_25_1159,59.438871962,spr_backupper,001,Sa12,
,übergaben,mussten,Linie,Formen,das,haben,hat,die,meinem,der,wurde,Autos,ist,einer,Kinder,den,Schule,der,Tonnen,Stücke,wurden,Uhr,Lösung,waren,Kinder,Stücke,verbrauchen,ein,äußersten,türmen,nehme,dieser,stellt,mussten,machte,Tuch,konnten,verlassen,ein,Fernrohr,dem,Tonnen,machte,Uhr,dieser,unserer,hatte,hat,hatten,keinen,müden,Fernrohr,Uhr,waren,übergaben,Betten,können,Gäste,stellt,äußeren,Kreditnehmer,wurde,Blutdruck,es,der,Scheel,den,Teilnehmerinnen,wurde,Stücke,unserer,den,Eislaufbahnen,Gäste,meinem,Flug,wurden,haben,Schule,Schuhe,verbrauchen,g,Autos,g,Schuhe,verlassen,der,haben,hatte,dem,türmen,hatten,wurde,des,"Uhr,",sollten,nehme,diesem,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,0,1,1,1,,,,,,,space,0.570978879929,,,,2017_Jan_25_1159,59.438871962,spr_backupper,001,Sa12,
,dem,uns,101,wurden,Essen,jede,ein,Sonne,Studium,Tat,trotz,beider,genau,Studie,fuhren,Kakao,verbraucht,Feier,gebrauchte,wurden,Eimer,war,wird,nur,fuhren,saftigen,60,Tropfen,Rand,sich,eine,Methode,die,uns,mal,wurde,dann,wegen,Tropfen,sahen,Bürgermeister,gebrauchter,mal,schlug,Methode,Ankunft,keine,uns,in,Umständen,Teilnehmer,sahen,schlug,nur,das,wurden,Kleidung,suchen,die,Rand,sind,damals,kann,"regnete,",Feier,war,Kakao,wussten,trotz,saftiges,Ankunft,Bürgermeister,wurden,suchen,Studium,zum,Eimer,die,verbraucht,in,60,braunen,beider,brauner,in,wegen,Tat,jede,keine,Essen,sich,in,die,Rummels,die,immer,eine,Zirkus,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,0,2,2,2,,,,,,,space,0.620153903961,,,,2017_Jan_25_1159,59.438871962,spr_backupper,001,Sa12,
,Mann,durch,hält,unter,kann,Menge,Hemd,"unterging,",las,wissen,dem,beteiligter,die,wurde,mit,gehören,260.000,gedachte,Kleidung,aus,rote,aus,mit,kleinere,mit,Fleischs,Liter,königlichen,der,Berge,große,kann,Masse,durch,wieder,dann,mit,dem,königliches,wir,beschuldigten,Kleidung,wieder,"sporadisch,",kann,stand,Lust,die,Dänemark,können,wurden,wir,"sporadisch,",kleinere,Auto,mit,bei,die,Masse,der,mit,schnell,schon,hat,gedachte,der,gehören,überwiegend,des,Fleisch,stand,beschuldigten,mit,die,habe,Mond,roter,Erlebnisse,260.000,Größe,Liter,Zuckers,beteiligten,Zucker,Größe,des,wissen,Menge,Lust,kann,Berge,Dänemark,Leinwand,wurde,er,auf,große,werden,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,0,3,3,3,,,,,,,space,0.51020693779,,,,2017_Jan_25_1159,59.438871962,spr_backupper,001,Sa12,
,das,Büschel,nicht,"regelmäßigem,",ich,alten,aus,war,ich,wir,bekannten,Fahrer,richtige,jetzt,solchen,immer,Kilowattstunden,man,landen,"wertvollem,",Farbe,"Japan,","reichlichem,","Delikte,",solch,wurden,sprudelnden,Bluts,Stadt,schmutziger,Packung,man,mit,Büschel,viel,mit,"minimalem,",schönen,Blut,den,die,landen,viel,obschon,man,ein,auf,Stimmung,einen,Neuwahlen,mit,den,obwohl,"Delikte,",dem,"üblichem,",ausreichendem,Wohnung,mit,Stadt,"sämtlichem,",dank,bei,uns,man,vierte,immer,"nicht,",bekannten,wurden,ein,die,dauerhaftem,Wohnung,ich,dauerte,Farbe,bei,Kilowattstunden,36,sprudelndes,sind,Fahrer,sind,36,schönen,wir,alten,auf,ich,schmutzige,gelegentlich,aus,schon,"trug,",warmem,Packung,die,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,0,4,4,4,,,,,,,space,0.52064704895,,,,2017_Jan_25_1159,59.438871962,spr_backupper,001,Sa12,
,Auto,frischen,am,kaltem,leider,Krams,feinem,die,mehr,um,Skandal,wurden,"Zeit,","nachgewiesen,",unzureichenden,350,elektrische,der,im,klassischen,geschleudert.,die,purem,deren,unzureichenden,serviert.,Trinkwassers.,hat,liegen,Wäsche.,salziger,eine,einem,frisches,Lärm,"reichem,",sauberen,Wetter,hat,roten,Störenfriede,im,Lärm,sie,eine,Glas,noch,ziemlich,gelegentlichen,vor,zusätzlichem,roten,sie,derer,Mann,harten,monatlichem,des,einem,liegen,künftigem,täglichem,minimalem,die,den,Bundespräsident.,350,was,Skandals,serviert.,Glas,Störenfriede,feinem,des,mehr,ungefähr,geschleudert.,"frischem,",elektrischer,hätten,Trinkwasser.,auf,wurden,auf,würden,Wetters,von,Kram,noch,leider,Wäsche.,einen,seltenem,immer,war,weichem,salzige,Tiere,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,0,5,5,5,,,,,,,space,0.646405935287,,,,2017_Jan_25_1159,59.438871962,spr_backupper,001,Sa12,
,mehr,Grases,Hauptbahnhof.,Abduschen,nichts,aus,dichten,Flut,als,die,wiedergewählt.,verschrottet.,um,dass,Helmen,ml,Energie.,Soldaten,Müll.,Schmuck,nan,er,Alkohol,sie,Helmen,nan,nan,den,die,nan,Wurst,große,Esslöffel,Gras,um,goldenen,Kraftstoff,die,den,Planet,jeden.,Müll.,um,defekt,große,köstlicher,eine,"vermiest,",Besucher.,Dezember,schwarzem,Planeten,defekt,sie,mehr,Schaumstoff,Taschengeld,Herrn,Esslöffel,die,Einkommen,grünen,täglichen,Stimmung,Soldaten,nan,ml,Tupperware,wiedergewählt.,nan,köstlichen,jeden.,Kunsteis,Herrn,als,drei,nan,kaltem,Energie.,seiner,nan,jeden,verschrottet.,jeden,seiner,die,den,aus,eine,nichts,nan,Besucher.,dichten,ruhig,aus,Untergrund,Wurst,artgerecht,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,0,6,6,6,,,,,,,space,0.59627699852,,,,2017_Jan_25_1159,59.438871962,spr_backupper,001,Sa12,
,als,zwängen.,nan,gehärtet.,mitbringen.,dem,Stoff,zurückgekehrt.,einmal,Probleme,nan,nan,Nadelhölzer,das,zur,warme,nan,des,nan,umgearbeitet.,nan,trug.,verdünnt.,überführt,zur,nan,nan,Boden,Slums.,nan,mit,Menge,warmen,zwängen.,jede,Besatz,fahren.,Wohnung.,Boden,ganz,nan,nan,jede,war.,Menge,Wein,Sammlung,dass,nan,stattfinden.,Kaffee,ganz,war.,überführt,als,gefertigt.,selber,Gantenbein.,warmem,Slums.,haftbar.,Tee,Einsatz,ziemlich,des,nan,warmer,ist.,nan,nan,Weins,nan,eingesprüht.,Gantenbeins.,einmal,Tage.,nan,Saft,nan,Frau,nan,Fall,nan,Fall,Frau,Wohnung.,Problemen,dem,Sammlung,mitbringen.,nan,nan,Gewebe,diskutiert.,Japan.,liegen.,mit,gehalten.,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,0,7,7,7,,,,,,,space,0.553776025772,,,,2017_Jan_25_1159,59.438871962,spr_backupper,001,Sa12,
