text,sent48,sent9,sent8,sent15,sent3,sent2,sent1,sent14,sent7,sent6,sent5,sent4,sent57,sent56,sent55,sent54,sent53,sent52,sent51,sent50,sent13,sent12,sent11,sent10,sent17,sent16,sent59,sent58,sent93,sent92,sent91,sent90,sent97,sent96,sent95,sent94,sent98,sent22,sent23,sent20,sent21,sent26,sent27,sent24,sent25,sent28,sent29,sent68,sent69,sent66,sent67,sent64,sent65,sent62,sent63,sent60,sent61,sent31,sent30,sent33,sent32,sent35,sent34,sent37,sent36,sent39,sent38,sent79,sent78,sent75,sent74,sent77,sent76,sent71,sent70,sent73,sent72,sent19,sent49,sent18,sent44,sent45,sent84,sent85,sent86,sent87,sent80,sent81,sent82,sent83,sent40,sent41,sent42,sent43,sent88,sent89,sent46,sent47,intros.thisRepN,intros.thisTrialN,intros.thisN,intros.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,testWords.thisRepN,testWords.thisTrialN,testWords.thisN,testWords.thisIndex,test1,test3,test2,test5,test4,test7,test6,test9,test8,test10,realTrials.thisRepN,realTrials.thisTrialN,realTrials.thisN,realTrials.thisIndex,words.thisRepN,words.thisTrialN,words.thisN,words.thisIndex,key_resp_3.keys,key_resp_3.rt,key_resp_8.keys,key_resp_10.keys,key_resp_10.rt,key_resp_6.keys,wordRead.keys,wordRead.rt,key_resp_5.keys,questAnswer.keys,questAnswer.rt,key_resp_6.rt,key_resp_5.rt,date,frameRate,expName,session,participant,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,None,,,,,,,,,,,2017_Feb_03_1335,59.7246089133,spr_backupper,001,Mi18,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,0,4,0,,,,,,,,,,,,,,,,,,,,,,,,,None,,,,,,,,,,,2017_Feb_03_1335,59.7246089133,spr_backupper,001,Mi18,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,0,5,0,,,,,,,,,,,,,,,,,,,,,,,,,None,,,,,,,,,,,2017_Feb_03_1335,59.7246089133,spr_backupper,001,Mi18,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,0,6,0,,,,,,,,,,,,,,,,,,,,,,,,,None,,,,,,,,,,,2017_Feb_03_1335,59.7246089133,spr_backupper,001,Mi18,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,0,7,0,,,,,,,,,,,,,,,,,,,,,,,,,None,,,,,,,,,,,2017_Feb_03_1335,59.7246089133,spr_backupper,001,Mi18,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,0,8,0,,,,,,,,,,,,,,,,,,,,,,,,,None,,,,,,,,,,,2017_Feb_03_1335,59.7246089133,spr_backupper,001,Mi18,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,0,9,0,,,,,,,,,,,,,,,,,,,,,,,,,None,,,,,,,,,,,2017_Feb_03_1335,59.7246089133,spr_backupper,001,Mi18,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,space,4.24260306358,,,,,,,,,2017_Feb_03_1335,59.7246089133,spr_backupper,001,Mi18,
,Die,In,Ich,Wir,Als,Ihr,Wir,Walter,Die,Manche,Man,Mit,Im,Es,Sie,Man,Mit,Die,In,Er,Danach,Die,Bei,Fernab,Im,100,Dort,Die,Unter,Die,100,Wir,Bei,Sie,Sie,Die,Das,Er,Die,Die,Ich,Außer,In,Wir,Nicht,In,Er,Wir,Er,Jugendliche,Alle,In,Die,Es,Die,Viele,Am,Die,Es,Sie,In,Wir,Bei,Die,Am,Sie,Die,Der,Die,Bei,Ich,Außer,Wir,Die,Wir,Jetzt,Die,Dass,Sie,Dort,Es,Die,Außer,In,In,Wir,Jungtiere,Die,Beträchtliche,Die,Außer,Die,Viele,Beträchtliche,Nicht,Es,Sie,Er,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,,,,,,None,space,2.34307813644,,,,,,2017_Feb_03_1335,59.7246089133,spr_backupper,001,Mi18,
,Schuhe,den,wurde,haben,die,Blutdruck,mussten,Scheel,Lösung,Kreditnehmer,machte,dieser,Fernrohr,wurden,hatte,machte,dieser,Kinder,den,stellt,wurde,Linie,der,des,Fernrohr,g,türmen,müden,keinen,Teilnehmerinnen,g,haben,der,verbrauchen,verlassen,Gäste,Tuch,wurde,Uhr,Gäste,nehme,dem,meinem,übergaben,ein,der,stellt,konnten,wurde,können,Betten,meinem,Eislaufbahnen,hat,Uhr,Tonnen,äußersten,Formen,wurden,haben,diesem,hatten,unserer,Kinder,äußeren,verlassen,Schule,Flug,Autos,unserer,nehme,den,mussten,Stücke,hatten,ist,"Uhr,",es,hatte,türmen,waren,Uhr,dem,einer,der,übergaben,sollten,Schuhe,Stücke,Schule,das,Autos,Tonnen,Stücke,ein,waren,verbrauchen,hat,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,1,1,1,,,,,,,space,1.15781784058,,,,,,2017_Feb_03_1335,59.7246089133,spr_backupper,001,Mi18,
,in,Kakao,damals,jede,Sonne,kann,uns,war,wird,sind,mal,Methode,sahen,Eimer,keine,mal,Methode,fuhren,Kakao,die,die,101,Feier,Rummels,sahen,braunen,sich,Teilnehmer,Umständen,wussten,brauner,jede,Feier,60,wegen,suchen,wurde,trotz,war,suchen,eine,Bürgermeister,Studium,dem,Tropfen,Tat,die,dann,trotz,Kleidung,wurden,Studium,wurden,uns,schlug,gebrauchte,Rand,wurden,Eimer,die,Zirkus,in,Ankunft,fuhren,Rand,wegen,verbraucht,zum,beider,Ankunft,eine,Bürgermeister,uns,wurden,in,genau,die,"regnete,",keine,sich,nur,schlug,Essen,Studie,Tat,das,immer,in,saftiges,verbraucht,Essen,beider,gebrauchter,saftigen,Tropfen,nur,60,ein,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,2,2,2,,,,,,,space,1.48448014259,,,,,,2017_Feb_03_1335,59.7246089133,spr_backupper,001,Mi18,
,Größe,gehören,schnell,Menge,"unterging,",schon,durch,der,mit,mit,wieder,kann,wir,roter,Lust,wieder,kann,mit,gehören,Masse,Leinwand,hält,gedachte,wurde,wir,Zuckers,Berge,wurden,können,überwiegend,Zucker,Menge,gedachte,Liter,des,die,dann,dem,aus,die,große,beschuldigten,las,Mann,königliches,wissen,Masse,mit,des,bei,mit,habe,mit,die,"sporadisch,",Kleidung,der,unter,rote,Erlebnisse,werden,Dänemark,stand,mit,der,dem,260.000,Mond,beteiligten,stand,große,beschuldigten,durch,aus,Dänemark,die,er,hat,Lust,Berge,kleinere,"sporadisch,",kann,wurde,wissen,Auto,auf,Größe,Fleisch,260.000,kann,beteiligter,Kleidung,Fleischs,königlichen,kleinere,Liter,Hemd,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,3,3,3,,,,,,,space,0.910965919495,,,,,,2017_Feb_03_1335,59.7246089133,spr_backupper,001,Mi18,
,36,immer,dank,alten,war,bei,Büschel,vierte,"reichlichem,","sämtlichem,",viel,man,den,Farbe,auf,viel,man,solchen,immer,mit,aus,nicht,man,schon,den,sind,schmutziger,mit,Neuwahlen,"nicht,",sind,alten,man,sprudelnden,schönen,Wohnung,mit,bekannten,"Japan,",Wohnung,Packung,die,ich,das,Blut,wir,mit,"minimalem,",bekannten,ausreichendem,"üblichem,",ich,dauerhaftem,Stimmung,obwohl,landen,Stadt,"regelmäßigem,",Farbe,bei,die,gelegentlich,ein,solch,Stadt,schönen,Kilowattstunden,dauerte,Fahrer,ein,Packung,die,Büschel,"wertvollem,",einen,richtige,"trug,",uns,auf,schmutzige,"Delikte,",obschon,ich,jetzt,wir,dem,warmem,36,wurden,Kilowattstunden,ich,Fahrer,landen,wurden,Bluts,"Delikte,",sprudelndes,aus,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,4,4,4,,,,,,,space,1.12403106689,,,,,,2017_Feb_03_1335,59.7246089133,spr_backupper,001,Mi18,
,hätten,350,täglichem,Krams,die,minimalem,frischen,Bundespräsident.,purem,künftigem,Lärm,eine,roten,geschleudert.,noch,Lärm,eine,unzureichenden,350,einem,seltenem,am,den,immer,roten,auf,Wäsche.,zusätzlichem,vor,was,auf,Kram,der,Trinkwassers.,Wetters,des,"reichem,",Skandal,die,des,salzige,Störenfriede,mehr,Auto,hat,um,einem,sauberen,Skandals,monatlichem,harten,mehr,feinem,ziemlich,sie,im,liegen,kaltem,geschleudert.,"frischem,",Tiere,einen,Glas,unzureichenden,liegen,Wetter,elektrischer,ungefähr,wurden,Glas,salziger,Störenfriede,frisches,klassischen,gelegentlichen,"Zeit,",war,die,noch,Wäsche.,deren,sie,leider,"nachgewiesen,",von,Mann,weichem,würden,serviert.,elektrische,leider,wurden,im,serviert.,hat,derer,Trinkwasser.,feinem,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,5,5,5,,,,,,,space,1.42668914795,,,,,,2017_Feb_03_1335,59.7246089133,spr_backupper,001,Mi18,
,seiner,ml,grünen,aus,Flut,täglichen,Grases,nan,Alkohol,Einkommen,um,große,Planeten,nan,eine,um,große,Helmen,ml,Esslöffel,dichten,Hauptbahnhof.,Soldaten,ruhig,Planet,jeden,nan,schwarzem,Dezember,Tupperware,jeden,aus,Soldaten,nan,die,Herrn,goldenen,wiedergewählt.,er,Herrn,Wurst,jeden.,als,mehr,den,die,Esslöffel,Kraftstoff,wiedergewählt.,Taschengeld,Schaumstoff,als,Kunsteis,"vermiest,",defekt,Müll.,die,Abduschen,nan,kaltem,artgerecht,Besucher.,köstlicher,Helmen,die,die,Energie.,drei,verschrottet.,köstlichen,Wurst,jeden.,Gras,Schmuck,Besucher.,um,aus,Stimmung,eine,nan,sie,defekt,nichts,dass,den,mehr,Untergrund,seiner,nan,Energie.,nichts,verschrottet.,Müll.,nan,den,sie,nan,dichten,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,6,6,6,,,,,,,space,1.01102495193,,,,,,2017_Feb_03_1335,59.7246089133,spr_backupper,001,Mi18,
,Frau,warmer,Tee,dem,zurückgekehrt.,Einsatz,zwängen.,nan,verdünnt.,haftbar.,jede,Menge,ganz,nan,Sammlung,jede,Menge,zur,warme,warmen,Gewebe,nan,des,diskutiert.,ganz,Fall,nan,Kaffee,stattfinden.,ist.,Fall,dem,des,nan,Wohnung.,Gantenbeins.,Besatz,nan,trug.,Gantenbein.,mit,nan,einmal,als,Boden,Probleme,warmem,fahren.,nan,selber,gefertigt.,einmal,eingesprüht.,dass,war.,nan,Slums.,gehärtet.,nan,Saft,gehalten.,nan,Wein,zur,Slums.,Wohnung.,nan,Tage.,nan,Weins,mit,nan,zwängen.,umgearbeitet.,nan,Nadelhölzer,Japan.,ziemlich,Sammlung,nan,überführt,war.,mitbringen.,das,Problemen,als,liegen.,Frau,nan,nan,mitbringen.,nan,nan,nan,Boden,überführt,nan,Stoff,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,7,7,7,,,,,,,space,2.71733093262,,,,,,2017_Feb_03_1335,59.7246089133,spr_backupper,001,Mi18,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,None,n,3.58872509003,,,2017_Feb_03_1335,59.7246089133,spr_backupper,001,Mi18,
,Die,In,Ich,Wir,Als,Ihr,Wir,Walter,Die,Manche,Man,Mit,Im,Es,Sie,Man,Mit,Die,In,Er,Danach,Die,Bei,Fernab,Im,100,Dort,Die,Unter,Die,100,Wir,Bei,Sie,Sie,Die,Das,Er,Die,Die,Ich,Außer,In,Wir,Nicht,In,Er,Wir,Er,Jugendliche,Alle,In,Die,Es,Die,Viele,Am,Die,Es,Sie,In,Wir,Bei,Die,Am,Sie,Die,Der,Die,Bei,Ich,Außer,Wir,Die,Wir,Jetzt,Die,Dass,Sie,Dort,Es,Die,Außer,In,In,Wir,Jungtiere,Die,Beträchtliche,Die,Außer,Die,Viele,Beträchtliche,Nicht,Es,Sie,Er,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,0,0,0,0,,,,,,space,space,1.05210590363,,,,0.905733108521,,2017_Feb_03_1335,59.7246089133,spr_backupper,001,Mi18,
,Schuhe,den,wurde,haben,die,Blutdruck,mussten,Scheel,Lösung,Kreditnehmer,machte,dieser,Fernrohr,wurden,hatte,machte,dieser,Kinder,den,stellt,wurde,Linie,der,des,Fernrohr,g,türmen,müden,keinen,Teilnehmerinnen,g,haben,der,verbrauchen,verlassen,Gäste,Tuch,wurde,Uhr,Gäste,nehme,dem,meinem,übergaben,ein,der,stellt,konnten,wurde,können,Betten,meinem,Eislaufbahnen,hat,Uhr,Tonnen,äußersten,Formen,wurden,haben,diesem,hatten,unserer,Kinder,äußeren,verlassen,Schule,Flug,Autos,unserer,nehme,den,mussten,Stücke,hatten,ist,"Uhr,",es,hatte,türmen,waren,Uhr,dem,einer,der,übergaben,sollten,Schuhe,Stücke,Schule,das,Autos,Tonnen,Stücke,ein,waren,verbrauchen,hat,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,0,1,1,1,,,,,,,space,1.13630604744,,,,,,2017_Feb_03_1335,59.7246089133,spr_backupper,001,Mi18,
,in,Kakao,damals,jede,Sonne,kann,uns,war,wird,sind,mal,Methode,sahen,Eimer,keine,mal,Methode,fuhren,Kakao,die,die,101,Feier,Rummels,sahen,braunen,sich,Teilnehmer,Umständen,wussten,brauner,jede,Feier,60,wegen,suchen,wurde,trotz,war,suchen,eine,Bürgermeister,Studium,dem,Tropfen,Tat,die,dann,trotz,Kleidung,wurden,Studium,wurden,uns,schlug,gebrauchte,Rand,wurden,Eimer,die,Zirkus,in,Ankunft,fuhren,Rand,wegen,verbraucht,zum,beider,Ankunft,eine,Bürgermeister,uns,wurden,in,genau,die,"regnete,",keine,sich,nur,schlug,Essen,Studie,Tat,das,immer,in,saftiges,verbraucht,Essen,beider,gebrauchter,saftigen,Tropfen,nur,60,ein,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,0,2,2,2,,,,,,,space,1.05720496178,,,,,,2017_Feb_03_1335,59.7246089133,spr_backupper,001,Mi18,
,Größe,gehören,schnell,Menge,"unterging,",schon,durch,der,mit,mit,wieder,kann,wir,roter,Lust,wieder,kann,mit,gehören,Masse,Leinwand,hält,gedachte,wurde,wir,Zuckers,Berge,wurden,können,überwiegend,Zucker,Menge,gedachte,Liter,des,die,dann,dem,aus,die,große,beschuldigten,las,Mann,königliches,wissen,Masse,mit,des,bei,mit,habe,mit,die,"sporadisch,",Kleidung,der,unter,rote,Erlebnisse,werden,Dänemark,stand,mit,der,dem,260.000,Mond,beteiligten,stand,große,beschuldigten,durch,aus,Dänemark,die,er,hat,Lust,Berge,kleinere,"sporadisch,",kann,wurde,wissen,Auto,auf,Größe,Fleisch,260.000,kann,beteiligter,Kleidung,Fleischs,königlichen,kleinere,Liter,Hemd,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,0,3,3,3,,,,,,,space,0.780610084534,,,,,,2017_Feb_03_1335,59.7246089133,spr_backupper,001,Mi18,
,36,immer,dank,alten,war,bei,Büschel,vierte,"reichlichem,","sämtlichem,",viel,man,den,Farbe,auf,viel,man,solchen,immer,mit,aus,nicht,man,schon,den,sind,schmutziger,mit,Neuwahlen,"nicht,",sind,alten,man,sprudelnden,schönen,Wohnung,mit,bekannten,"Japan,",Wohnung,Packung,die,ich,das,Blut,wir,mit,"minimalem,",bekannten,ausreichendem,"üblichem,",ich,dauerhaftem,Stimmung,obwohl,landen,Stadt,"regelmäßigem,",Farbe,bei,die,gelegentlich,ein,solch,Stadt,schönen,Kilowattstunden,dauerte,Fahrer,ein,Packung,die,Büschel,"wertvollem,",einen,richtige,"trug,",uns,auf,schmutzige,"Delikte,",obschon,ich,jetzt,wir,dem,warmem,36,wurden,Kilowattstunden,ich,Fahrer,landen,wurden,Bluts,"Delikte,",sprudelndes,aus,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,0,4,4,4,,,,,,,space,0.772068023682,,,,,,2017_Feb_03_1335,59.7246089133,spr_backupper,001,Mi18,
,hätten,350,täglichem,Krams,die,minimalem,frischen,Bundespräsident.,purem,künftigem,Lärm,eine,roten,geschleudert.,noch,Lärm,eine,unzureichenden,350,einem,seltenem,am,den,immer,roten,auf,Wäsche.,zusätzlichem,vor,was,auf,Kram,der,Trinkwassers.,Wetters,des,"reichem,",Skandal,die,des,salzige,Störenfriede,mehr,Auto,hat,um,einem,sauberen,Skandals,monatlichem,harten,mehr,feinem,ziemlich,sie,im,liegen,kaltem,geschleudert.,"frischem,",Tiere,einen,Glas,unzureichenden,liegen,Wetter,elektrischer,ungefähr,wurden,Glas,salziger,Störenfriede,frisches,klassischen,gelegentlichen,"Zeit,",war,die,noch,Wäsche.,deren,sie,leider,"nachgewiesen,",von,Mann,weichem,würden,serviert.,elektrische,leider,wurden,im,serviert.,hat,derer,Trinkwasser.,feinem,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,0,5,5,5,,,,,,,space,1.00515604019,,,,,,2017_Feb_03_1335,59.7246089133,spr_backupper,001,Mi18,
,seiner,ml,grünen,aus,Flut,täglichen,Grases,nan,Alkohol,Einkommen,um,große,Planeten,nan,eine,um,große,Helmen,ml,Esslöffel,dichten,Hauptbahnhof.,Soldaten,ruhig,Planet,jeden,nan,schwarzem,Dezember,Tupperware,jeden,aus,Soldaten,nan,die,Herrn,goldenen,wiedergewählt.,er,Herrn,Wurst,jeden.,als,mehr,den,die,Esslöffel,Kraftstoff,wiedergewählt.,Taschengeld,Schaumstoff,als,Kunsteis,"vermiest,",defekt,Müll.,die,Abduschen,nan,kaltem,artgerecht,Besucher.,köstlicher,Helmen,die,die,Energie.,drei,verschrottet.,köstlichen,Wurst,jeden.,Gras,Schmuck,Besucher.,um,aus,Stimmung,eine,nan,sie,defekt,nichts,dass,den,mehr,Untergrund,seiner,nan,Energie.,nichts,verschrottet.,Müll.,nan,den,sie,nan,dichten,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,0,6,6,6,,,,,,,space,1.00622701645,,,,,,2017_Feb_03_1335,59.7246089133,spr_backupper,001,Mi18,
,Frau,warmer,Tee,dem,zurückgekehrt.,Einsatz,zwängen.,nan,verdünnt.,haftbar.,jede,Menge,ganz,nan,Sammlung,jede,Menge,zur,warme,warmen,Gewebe,nan,des,diskutiert.,ganz,Fall,nan,Kaffee,stattfinden.,ist.,Fall,dem,des,nan,Wohnung.,Gantenbeins.,Besatz,nan,trug.,Gantenbein.,mit,nan,einmal,als,Boden,Probleme,warmem,fahren.,nan,selber,gefertigt.,einmal,eingesprüht.,dass,war.,nan,Slums.,gehärtet.,nan,Saft,gehalten.,nan,Wein,zur,Slums.,Wohnung.,nan,Tage.,nan,Weins,mit,nan,zwängen.,umgearbeitet.,nan,Nadelhölzer,Japan.,ziemlich,Sammlung,nan,überführt,war.,mitbringen.,das,Problemen,als,liegen.,Frau,nan,nan,mitbringen.,nan,nan,nan,Boden,überführt,nan,Stoff,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,0,7,7,7,,,,,,,space,0.904700994492,,,,,,2017_Feb_03_1335,59.7246089133,spr_backupper,001,Mi18,
,gepasst.,Milch.,wieder,Haus,nan,sinken.,nan,nan,nan,nan,Menge,dunkler,deutlich.,nan,dumme,Menge,dunkle,Schule.,Milch.,Honigs,wiederhergestellt.,nan,zweiten,nan,deutlich.,genug.,nan,wiederbelebt.,nan,nan,genug.,Haus,zweiten,nan,nan,nan,rekonstruiert.,nan,nan,nan,an,nan,Rilke.,gerne.,berührt.,im,Honig,nan,nan,kaufen.,nan,Rilke,nan,es,nan,nan,nan,nan,nan,besprochen.,nan,nan,schon,Schule.,nan,nan,nan,nan,nan,schon,an,nan,nan,nan,nan,umzusetzen.,nan,vermiest.,dummer,nan,wurden.,nan,nan,Medikament,im,gerne.,nan,gepasst,nan,nan,nan,nan,nan,nan,berührt.,wurden.,nan,gefertigt.,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,0,8,8,8,,,,,,,space,4.75657200813,,,,,,2017_Feb_03_1335,59.7246089133,spr_backupper,001,Mi18,
